meter_reading,timestamp,air_temperature,dew_temperature,sea_level_pressure,wind_direction,wind_speed,month,day,hour
619.0,2016-07-31 20:00:00,25.6,22.8,1016.2941885647716,60.0,3.1,7,31,20
621.0,2016-07-31 21:00:00,27.2,23.3,1013.8,70.0,5.1,7,31,21
613.0,2016-07-31 22:00:00,26.7,23.3,1013.6,90.0,4.1,7,31,22
609.0,2016-07-31 23:00:00,26.7,23.3,1013.7,120.0,3.6,7,31,23
608.0,2016-08-01 00:00:00,25.6,22.8,1014.4,130.0,4.1,8,1,0
609.0,2016-08-01 01:00:00,24.4,22.8,1014.7,100.0,2.1,8,1,1
588.0,2016-08-01 02:00:00,25.0,22.8,1015.4,70.0,1.5,8,1,2
609.0,2016-08-01 03:00:00,24.4,22.8,1015.4,60.0,2.6,8,1,3
599.0,2016-08-01 04:00:00,23.9,22.2,1016.0,40.0,4.6,8,1,4
598.0,2016-08-01 05:00:00,23.9,22.2,1015.7,70.0,3.1,8,1,5
624.0,2016-08-01 06:00:00,23.3,21.7,1014.9,70.0,3.6,8,1,6
605.0,2016-08-01 07:00:00,23.3,21.7,1014.9,50.0,2.1,8,1,7
613.0,2016-08-01 08:00:00,22.8,21.1,1015.2,40.0,3.1,8,1,8
603.0,2016-08-01 09:00:00,22.8,21.1,1015.5,60.0,3.1,8,1,9
617.0,2016-08-01 10:00:00,22.8,20.6,1015.8,70.0,3.1,8,1,10
583.0,2016-08-01 11:00:00,22.8,20.6,1016.4,80.0,2.6,8,1,11
612.0,2016-08-01 12:00:00,22.2,20.6,1016.7,100.0,3.6,8,1,12
645.0,2016-08-01 13:00:00,22.2,20.6,1016.9,90.0,3.6,8,1,13
617.0,2016-08-01 14:00:00,22.8,20.6,1016.6,70.0,3.1,8,1,14
642.0,2016-08-01 15:00:00,22.2,20.6,1017.1,100.0,3.6,8,1,15
611.0,2016-08-01 16:00:00,22.2,20.0,1017.4,100.0,3.1,8,1,16
633.0,2016-08-01 17:00:00,22.8,20.0,1017.3,80.0,3.6,8,1,17
633.0,2016-08-01 18:00:00,22.8,20.6,1017.0,110.0,3.1,8,1,18
629.0,2016-08-01 19:00:00,23.3,20.0,1016.8,110.0,2.1,8,1,19
636.0,2016-08-01 20:00:00,24.4,20.6,1016.0,130.0,2.6,8,1,20
623.0,2016-08-01 21:00:00,24.4,20.0,1015.8,90.0,2.6,8,1,21
667.0,2016-08-01 22:00:00,24.4,20.0,1015.4,140.0,2.1,8,1,22
665.0,2016-08-01 23:00:00,23.9,19.4,1016.0,130.0,2.1,8,1,23
644.0,2016-08-02 00:00:00,23.3,19.4,1016.1,120.0,4.1,8,2,0
642.0,2016-08-02 01:00:00,22.8,19.4,1016.7,130.0,2.1,8,2,1
646.0,2016-08-02 02:00:00,22.8,18.9,1017.4,80.0,2.6,8,2,2
626.0,2016-08-02 03:00:00,21.7,19.4,1016.7,0.0,0.0,8,2,3
624.0,2016-08-02 04:00:00,21.7,20.0,1016.8,20.0,2.1,8,2,4
645.0,2016-08-02 05:00:00,21.7,20.0,1017.0,30.0,1.5,8,2,5
642.0,2016-08-02 06:00:00,21.7,19.4,1016.7,90.0,1.5,8,2,6
623.0,2016-08-02 07:00:00,21.7,19.4,1016.2941885647716,20.0,2.1,8,2,7
609.0,2016-08-02 08:00:00,21.7,19.4,1015.9,50.0,4.1,8,2,8
627.0,2016-08-02 09:00:00,21.7,19.4,1016.3,40.0,2.6,8,2,9
619.0,2016-08-02 10:00:00,21.7,19.4,1016.7,20.0,2.6,8,2,10
621.0,2016-08-02 11:00:00,21.7,18.9,1017.1,30.0,2.6,8,2,11
605.0,2016-08-02 12:00:00,22.2,18.3,1017.3,186.1476210473924,3.1,8,2,12
608.0,2016-08-02 13:00:00,22.8,18.9,1017.5,60.0,4.1,8,2,13
620.0,2016-08-02 14:00:00,23.3,18.9,1017.6,80.0,3.6,8,2,14
627.0,2016-08-02 15:00:00,23.3,18.3,1018.0,80.0,3.6,8,2,15
633.0,2016-08-02 16:00:00,25.0,17.2,1018.2,70.0,3.6,8,2,16
620.0,2016-08-02 17:00:00,25.0,17.2,1018.3,80.0,4.6,8,2,17
632.0,2016-08-02 18:00:00,24.4,17.8,1018.6,80.0,3.1,8,2,18
628.0,2016-08-02 19:00:00,25.0,18.3,1018.4,90.0,4.6,8,2,19
635.0,2016-08-02 20:00:00,25.6,17.8,1017.9,110.0,5.1,8,2,20
614.0,2016-08-02 21:00:00,24.4,17.2,1018.1,80.0,4.6,8,2,21
642.0,2016-08-02 22:00:00,23.9,16.1,1018.4,100.0,3.6,8,2,22
613.0,2016-08-02 23:00:00,22.8,16.7,1018.7,110.0,4.6,8,2,23
669.0,2016-08-03 00:00:00,22.2,17.2,1018.9,130.0,3.6,8,3,0
593.0,2016-08-03 01:00:00,21.1,17.2,1019.1,120.0,2.1,8,3,1
623.0,2016-08-03 02:00:00,20.6,17.2,1019.5,80.0,2.1,8,3,2
625.0,2016-08-03 03:00:00,20.0,17.2,1019.7,80.0,1.5,8,3,3
614.0,2016-08-03 04:00:00,20.0,17.2,1020.0,0.0,0.0,8,3,4
615.0,2016-08-03 05:00:00,19.4,17.2,1019.9,0.0,0.0,8,3,5
612.0,2016-08-03 06:00:00,18.9,16.7,1019.6,10.0,2.1,8,3,6
629.0,2016-08-03 07:00:00,17.8,16.1,1019.4,0.0,0.0,8,3,7
629.0,2016-08-03 08:00:00,17.8,16.1,1019.2,340.0,2.1,8,3,8
636.0,2016-08-03 09:00:00,17.2,16.1,1019.4,340.0,2.1,8,3,9
627.0,2016-08-03 10:00:00,17.2,16.1,1019.8,350.0,2.1,8,3,10
628.0,2016-08-03 11:00:00,18.3,16.1,1020.2,20.0,2.1,8,3,11
619.0,2016-08-03 12:00:00,20.0,16.7,1020.6,50.0,3.1,8,3,12
616.0,2016-08-03 13:00:00,22.2,17.2,1021.1,186.1476210473924,3.1,8,3,13
670.0,2016-08-03 14:00:00,23.3,16.1,1021.2,120.0,3.6,8,3,14
637.0,2016-08-03 15:00:00,23.9,15.6,1021.6,186.1476210473924,2.6,8,3,15
617.0,2016-08-03 16:00:00,24.4,16.1,1021.3,0.0,0.0,8,3,16
627.0,2016-08-03 17:00:00,26.1,15.6,1020.9,0.0,0.0,8,3,17
625.0,2016-08-03 18:00:00,26.1,14.4,1020.7,0.0,0.0,8,3,18
629.0,2016-08-03 19:00:00,27.2,15.0,1020.2,0.0,0.0,8,3,19
612.0,2016-08-03 20:00:00,26.7,15.6,1019.7,100.0,2.6,8,3,20
608.0,2016-08-03 21:00:00,26.7,15.0,1019.3,120.0,3.6,8,3,21
611.0,2016-08-03 22:00:00,26.1,15.6,1019.2,110.0,3.6,8,3,22
598.0,2016-08-03 23:00:00,24.4,15.6,1019.7,120.0,4.6,8,3,23
605.0,2016-08-04 00:00:00,23.3,15.6,1020.1,120.0,3.6,8,4,0
612.0,2016-08-04 01:00:00,21.1,15.0,1020.2,130.0,3.1,8,4,1
615.0,2016-08-04 02:00:00,20.6,15.0,1020.5,130.0,3.1,8,4,2
613.0,2016-08-04 03:00:00,19.4,15.0,1020.7,120.0,2.1,8,4,3
601.0,2016-08-04 04:00:00,18.3,15.0,1020.5,0.0,0.0,8,4,4
621.0,2016-08-04 05:00:00,17.8,15.6,1020.5,360.0,1.5,8,4,5
610.0,2016-08-04 06:00:00,17.8,15.0,1020.2,340.0,1.5,8,4,6
604.0,2016-08-04 07:00:00,16.7,15.0,1020.1,330.0,1.5,8,4,7
611.0,2016-08-04 08:00:00,16.7,15.0,1020.1,340.0,1.5,8,4,8
598.0,2016-08-04 09:00:00,16.1,14.4,1019.9,350.0,1.5,8,4,9
606.0,2016-08-04 10:00:00,16.1,14.4,1020.5,360.0,2.1,8,4,10
607.0,2016-08-04 11:00:00,17.2,15.0,1020.7,360.0,1.5,8,4,11
607.0,2016-08-04 12:00:00,20.6,16.7,1020.9,0.0,0.0,8,4,12
604.0,2016-08-04 13:00:00,22.8,17.2,1021.0,0.0,0.0,8,4,13
610.0,2016-08-04 14:00:00,23.9,18.3,1020.8,186.1476210473924,1.5,8,4,14
623.0,2016-08-04 15:00:00,25.0,17.2,1020.8,150.0,2.6,8,4,15
615.0,2016-08-04 16:00:00,26.1,15.0,1020.6,186.1476210473924,2.1,8,4,16
617.0,2016-08-04 17:00:00,26.7,15.6,1020.4,120.0,2.1,8,4,17
617.0,2016-08-04 18:00:00,27.2,15.0,1020.0,0.0,0.0,8,4,18
615.0,2016-08-04 19:00:00,27.2,14.4,1019.4,130.0,2.6,8,4,19
620.0,2016-08-04 20:00:00,27.2,15.0,1019.0,160.0,2.1,8,4,20
646.0,2016-08-04 21:00:00,27.2,15.6,1018.6,150.0,1.5,8,4,21
620.0,2016-08-04 22:00:00,27.2,16.7,1018.2,160.0,3.6,8,4,22
623.0,2016-08-04 23:00:00,25.6,17.2,1017.9,160.0,4.1,8,4,23
608.0,2016-08-05 00:00:00,23.9,17.2,1018.0,180.0,3.1,8,5,0
629.0,2016-08-05 01:00:00,22.8,16.7,1018.0,170.0,3.1,8,5,1
627.0,2016-08-05 02:00:00,22.2,16.1,1018.2,180.0,4.1,8,5,2
624.0,2016-08-05 03:00:00,20.6,15.6,1018.3,190.0,2.1,8,5,3
619.0,2016-08-05 04:00:00,20.0,15.6,1018.2,190.0,2.1,8,5,4
626.0,2016-08-05 05:00:00,19.4,15.0,1018.2,200.0,1.5,8,5,5
622.0,2016-08-05 06:00:00,19.4,15.6,1017.9,0.0,0.0,8,5,6
612.0,2016-08-05 07:00:00,18.9,15.0,1017.6,0.0,0.0,8,5,7
614.0,2016-08-05 08:00:00,18.3,15.6,1017.2,0.0,0.0,8,5,8
619.0,2016-08-05 09:00:00,17.8,15.0,1017.1,0.0,0.0,8,5,9
613.0,2016-08-05 10:00:00,17.2,15.0,1017.3,0.0,0.0,8,5,10
603.0,2016-08-05 11:00:00,18.3,16.1,1017.4,0.0,0.0,8,5,11
626.0,2016-08-05 12:00:00,20.6,16.7,1017.4,0.0,0.0,8,5,12
612.0,2016-08-05 13:00:00,22.2,17.2,1017.2,200.0,2.1,8,5,13
623.0,2016-08-05 14:00:00,24.4,17.8,1016.9,186.1476210473924,2.1,8,5,14
631.0,2016-08-05 15:00:00,25.6,17.8,1016.5,210.0,3.1,8,5,15
633.0,2016-08-05 16:00:00,26.1,17.2,1015.9,180.0,2.1,8,5,16
632.0,2016-08-05 17:00:00,27.8,17.8,1015.0,230.0,4.1,8,5,17
623.0,2016-08-05 18:00:00,28.3,17.8,1014.7,230.0,4.1,8,5,18
655.0,2016-08-05 19:00:00,28.3,17.2,1014.2,230.0,5.1,8,5,19
649.0,2016-08-05 20:00:00,28.3,17.8,1013.5,230.0,3.1,8,5,20
642.0,2016-08-05 21:00:00,28.3,18.3,1012.7,220.0,3.6,8,5,21
654.0,2016-08-05 22:00:00,27.2,17.2,1012.1,230.0,3.6,8,5,22
654.0,2016-08-05 23:00:00,26.7,17.2,1012.0,220.0,4.6,8,5,23
646.0,2016-08-06 00:00:00,26.1,17.2,1011.9,230.0,2.6,8,6,0
630.0,2016-08-06 01:00:00,25.0,17.2,1011.6,200.0,3.6,8,6,1
619.0,2016-08-06 02:00:00,25.0,16.1,1011.7,200.0,3.6,8,6,2
614.0,2016-08-06 03:00:00,23.3,16.1,1011.4,200.0,4.1,8,6,3
600.0,2016-08-06 04:00:00,22.2,16.1,1011.3,210.0,4.1,8,6,4
623.0,2016-08-06 05:00:00,21.7,17.2,1010.9,200.0,3.1,8,6,5
620.0,2016-08-06 06:00:00,22.2,17.2,1010.3,190.0,2.6,8,6,6
615.0,2016-08-06 07:00:00,22.8,18.3,1009.7,200.0,1.5,8,6,7
602.0,2016-08-06 08:00:00,23.3,19.4,1016.2941885647716,200.0,3.1,8,6,8
621.0,2016-08-06 09:00:00,23.3,20.6,1008.8,200.0,2.6,8,6,9
606.0,2016-08-06 10:00:00,23.3,21.1,1008.7,230.0,1.5,8,6,10
608.0,2016-08-06 11:00:00,23.9,21.7,1008.9,220.0,2.6,8,6,11
603.0,2016-08-06 12:00:00,24.4,22.2,1008.7,210.0,2.6,8,6,12
633.0,2016-08-06 13:00:00,25.6,22.8,1008.3,230.0,3.6,8,6,13
633.0,2016-08-06 14:00:00,27.2,22.8,1007.8,240.0,3.1,8,6,14
639.0,2016-08-06 15:00:00,27.2,22.2,1007.5,290.0,1.5,8,6,15
631.0,2016-08-06 16:00:00,28.3,22.2,1007.2,210.0,3.1,8,6,16
645.0,2016-08-06 17:00:00,30.6,22.8,1006.8,186.1476210473924,3.1,8,6,17
623.0,2016-08-06 18:00:00,29.4,22.8,1006.4,186.1476210473924,2.1,8,6,18
628.0,2016-08-06 19:00:00,31.1,22.8,1005.8,230.0,4.1,8,6,19
642.0,2016-08-06 20:00:00,31.1,22.2,1005.0,230.0,3.6,8,6,20
623.0,2016-08-06 21:00:00,31.7,21.7,1004.7,230.0,3.1,8,6,21
613.0,2016-08-06 22:00:00,27.8,20.6,1005.0,20.0,3.1,8,6,22
626.0,2016-08-06 23:00:00,23.9,21.7,1006.0,240.0,2.6,8,6,23
616.0,2016-08-07 00:00:00,24.4,22.2,1005.8,230.0,2.6,8,7,0
619.0,2016-08-07 01:00:00,23.9,22.8,1006.5,320.0,1.5,8,7,1
595.0,2016-08-07 02:00:00,23.9,22.2,1007.6,340.0,2.6,8,7,2
617.0,2016-08-07 03:00:00,23.3,21.7,1007.8,340.0,3.1,8,7,3
625.0,2016-08-07 04:00:00,23.3,20.6,1008.1,340.0,2.6,8,7,4
625.0,2016-08-07 05:00:00,22.8,19.4,1008.7,340.0,3.1,8,7,5
622.0,2016-08-07 06:00:00,22.2,17.8,1008.6,320.0,1.5,8,7,6
611.0,2016-08-07 07:00:00,20.6,17.2,1008.6,310.0,2.1,8,7,7
611.0,2016-08-07 08:00:00,20.0,17.2,1009.0,320.0,2.1,8,7,8
614.0,2016-08-07 09:00:00,19.4,17.2,1009.5,330.0,2.1,8,7,9
612.0,2016-08-07 10:00:00,18.9,16.7,1010.2,330.0,1.5,8,7,10
621.0,2016-08-07 11:00:00,19.4,16.7,1010.8,310.0,2.1,8,7,11
612.0,2016-08-07 12:00:00,21.7,16.7,1011.3,310.0,2.1,8,7,12
626.0,2016-08-07 13:00:00,23.3,17.2,1011.6,330.0,1.5,8,7,13
612.0,2016-08-07 14:00:00,25.0,16.7,1011.7,340.0,3.1,8,7,14
620.0,2016-08-07 15:00:00,26.7,16.7,1012.0,186.1476210473924,2.6,8,7,15
610.0,2016-08-07 16:00:00,28.3,15.6,1011.8,186.1476210473924,2.6,8,7,16
632.0,2016-08-07 17:00:00,28.3,15.6,1011.8,186.1476210473924,3.4499646374520845,8,7,17
612.0,2016-08-07 18:00:00,28.9,15.6,1011.8,320.0,2.1,8,7,18
624.0,2016-08-07 19:00:00,29.4,15.0,1011.7,290.0,4.1,8,7,19
602.0,2016-08-07 20:00:00,30.0,13.9,1011.6,300.0,4.1,8,7,20
618.0,2016-08-07 21:00:00,30.0,14.4,1011.5,350.0,4.1,8,7,21
621.0,2016-08-07 22:00:00,30.0,14.4,1011.5,330.0,3.1,8,7,22
612.0,2016-08-07 23:00:00,28.9,13.9,1011.7,330.0,2.1,8,7,23
620.0,2016-08-08 00:00:00,28.3,15.0,1011.9,0.0,0.0,8,8,0
626.0,2016-08-08 01:00:00,25.6,16.1,1012.7,0.0,0.0,8,8,1
597.0,2016-08-08 02:00:00,25.0,17.2,1013.3,0.0,0.0,8,8,2
609.0,2016-08-08 03:00:00,22.8,17.8,1013.4,320.0,1.5,8,8,3
615.0,2016-08-08 04:00:00,21.7,16.7,1013.2,0.0,0.0,8,8,4
607.0,2016-08-08 05:00:00,21.1,17.8,1013.8,340.0,1.5,8,8,5
637.0,2016-08-08 06:00:00,20.6,16.7,1013.8,350.0,1.5,8,8,6
608.0,2016-08-08 07:00:00,20.0,16.1,1014.3,0.0,0.0,8,8,7
626.0,2016-08-08 08:00:00,20.6,15.6,1014.7,350.0,2.6,8,8,8
610.0,2016-08-08 09:00:00,20.0,15.0,1015.1,340.0,2.6,8,8,9
610.0,2016-08-08 10:00:00,20.0,14.4,1015.5,340.0,2.6,8,8,10
613.0,2016-08-08 11:00:00,20.6,14.4,1015.8,340.0,2.1,8,8,11
602.0,2016-08-08 12:00:00,21.7,15.6,1016.4,10.0,1.5,8,8,12
624.0,2016-08-08 13:00:00,23.3,16.1,1016.8,40.0,2.1,8,8,13
601.0,2016-08-08 14:00:00,25.0,16.1,1017.2,50.0,2.1,8,8,14
624.0,2016-08-08 15:00:00,25.0,16.7,1017.6,80.0,2.1,8,8,15
589.0,2016-08-08 16:00:00,25.0,16.1,1017.7,0.0,0.0,8,8,16
598.0,2016-08-08 17:00:00,25.6,16.7,1017.5,120.0,1.5,8,8,17
624.0,2016-08-08 18:00:00,26.1,16.7,1017.4,120.0,1.5,8,8,18
607.0,2016-08-08 19:00:00,26.7,17.2,1017.2,140.0,1.5,8,8,19
623.0,2016-08-08 20:00:00,27.2,16.1,1017.1,220.0,1.5,8,8,20
587.0,2016-08-08 21:00:00,27.8,15.6,1016.7,0.0,0.0,8,8,21
605.0,2016-08-08 22:00:00,27.8,14.4,1016.7,0.0,0.0,8,8,22
592.0,2016-08-08 23:00:00,27.8,15.0,1016.6,0.0,0.0,8,8,23
603.0,2016-08-09 00:00:00,25.6,16.1,1017.0,0.0,0.0,8,9,0
595.0,2016-08-09 01:00:00,24.4,16.1,1017.5,0.0,0.0,8,9,1
600.0,2016-08-09 02:00:00,23.3,17.2,1018.5,0.0,0.0,8,9,2
592.0,2016-08-09 03:00:00,21.1,17.2,1019.0,0.0,0.0,8,9,3
609.0,2016-08-09 04:00:00,20.0,17.8,1019.6,0.0,0.0,8,9,4
595.0,2016-08-09 05:00:00,19.4,17.2,1019.9,0.0,0.0,8,9,5
614.0,2016-08-09 06:00:00,18.3,16.1,1020.0,0.0,0.0,8,9,6
590.0,2016-08-09 07:00:00,18.3,16.7,1020.2,0.0,0.0,8,9,7
606.0,2016-08-09 08:00:00,17.8,16.7,1020.4,340.0,2.1,8,9,8
605.0,2016-08-09 09:00:00,17.8,16.7,1020.3,340.0,1.5,8,9,9
593.0,2016-08-09 10:00:00,17.2,16.7,1016.2941885647716,0.0,0.0,8,9,10
583.0,2016-08-09 11:00:00,18.3,17.2,1021.1,0.0,0.0,8,9,11
615.0,2016-08-09 12:00:00,21.1,18.9,1021.8,0.0,0.0,8,9,12
615.0,2016-08-09 13:00:00,23.3,20.6,1022.2,0.0,0.0,8,9,13
0.0,2016-08-09 14:00:00,25.6,20.6,1022.5,170.0,1.5,8,9,14
0.0,2016-08-09 15:00:00,26.7,19.4,1022.5,180.0,3.1,8,9,15
0.0,2016-08-09 16:00:00,27.8,18.3,1022.4,130.0,2.1,8,9,16
0.0,2016-08-09 17:00:00,28.3,18.3,1022.2,180.0,2.6,8,9,17
609.0,2016-08-09 18:00:00,28.9,18.3,1021.8,0.0,0.0,8,9,18
606.0,2016-08-09 19:00:00,30.0,18.9,1021.4,180.0,4.6,8,9,19
617.0,2016-08-09 20:00:00,28.3,18.9,1020.8,150.0,5.7,8,9,20
613.0,2016-08-09 21:00:00,28.9,18.9,1020.8,170.0,2.6,8,9,21
624.0,2016-08-09 22:00:00,28.3,17.8,1020.8,180.0,4.1,8,9,22
606.0,2016-08-09 23:00:00,28.3,17.2,1020.5,180.0,5.7,8,9,23
620.0,2016-08-10 00:00:00,26.7,16.7,1020.7,180.0,3.6,8,10,0
625.0,2016-08-10 01:00:00,25.6,16.7,1021.2,180.0,4.1,8,10,1
619.0,2016-08-10 02:00:00,24.4,17.8,1021.6,190.0,4.1,8,10,2
621.0,2016-08-10 03:00:00,24.4,18.9,1021.7,180.0,3.6,8,10,3
620.0,2016-08-10 04:00:00,24.4,20.0,1022.0,180.0,3.1,8,10,4
613.0,2016-08-10 05:00:00,24.4,20.6,1021.9,170.0,2.1,8,10,5
609.0,2016-08-10 06:00:00,24.4,20.6,1021.8,180.0,2.1,8,10,6
610.0,2016-08-10 07:00:00,24.4,21.1,1021.5,170.0,2.6,8,10,7
609.0,2016-08-10 08:00:00,24.4,21.1,1020.9,160.0,2.1,8,10,8
611.0,2016-08-10 09:00:00,23.9,21.1,1020.6,160.0,3.1,8,10,9
620.0,2016-08-10 10:00:00,23.9,21.7,1020.9,170.0,1.5,8,10,10
0.0,2016-08-10 11:00:00,23.9,21.7,1020.9,190.0,2.6,8,10,11
596.0,2016-08-10 12:00:00,25.0,22.2,1021.3,190.0,2.6,8,10,12
616.0,2016-08-10 13:00:00,26.1,22.8,1021.6,220.0,4.1,8,10,13
625.0,2016-08-10 14:00:00,26.7,23.3,1021.3,200.0,4.6,8,10,14
627.0,2016-08-10 15:00:00,27.8,23.9,1021.0,220.0,4.1,8,10,15
622.0,2016-08-10 16:00:00,28.9,23.3,1021.0,230.0,4.1,8,10,16
631.0,2016-08-10 17:00:00,29.4,22.8,1019.9,220.0,4.1,8,10,17
637.0,2016-08-10 18:00:00,30.0,22.8,1019.3,230.0,4.1,8,10,18
641.0,2016-08-10 19:00:00,31.7,22.8,1018.9,230.0,5.7,8,10,19
648.0,2016-08-10 20:00:00,32.2,21.7,1018.1,240.0,6.2,8,10,20
660.0,2016-08-10 21:00:00,31.7,22.2,1018.2,240.0,3.6,8,10,21
642.0,2016-08-10 22:00:00,31.7,22.2,1018.3,240.0,3.6,8,10,22
650.0,2016-08-10 23:00:00,30.6,21.7,1018.3,220.0,4.1,8,10,23
640.0,2016-08-11 00:00:00,29.4,21.7,1018.3,240.0,3.6,8,11,0
629.0,2016-08-11 01:00:00,28.9,21.7,1018.9,230.0,2.6,8,11,1
639.0,2016-08-11 02:00:00,28.9,21.7,1019.0,240.0,3.1,8,11,2
635.0,2016-08-11 03:00:00,27.8,21.7,1019.3,190.0,2.6,8,11,3
628.0,2016-08-11 04:00:00,27.8,22.2,1019.1,230.0,2.1,8,11,4
620.0,2016-08-11 05:00:00,27.8,22.8,1018.7,230.0,2.6,8,11,5
626.0,2016-08-11 06:00:00,27.2,22.8,1018.2,220.0,3.1,8,11,6
583.0,2016-08-11 07:00:00,26.7,22.8,1017.9,210.0,4.1,8,11,7
573.0,2016-08-11 08:00:00,26.7,23.3,1018.4,0.0,0.0,8,11,8
594.0,2016-08-11 09:00:00,26.7,23.3,1018.5,230.0,2.1,8,11,9
587.0,2016-08-11 10:00:00,25.6,23.3,1018.6,210.0,3.1,8,11,10
617.0,2016-08-11 11:00:00,26.7,23.9,1018.6,210.0,4.1,8,11,11
606.0,2016-08-11 12:00:00,27.2,23.9,1019.0,240.0,2.6,8,11,12
606.0,2016-08-11 13:00:00,26.7,23.9,1019.0,230.0,2.6,8,11,13
606.0,2016-08-11 14:00:00,28.9,23.9,1018.9,220.0,4.6,8,11,14
624.0,2016-08-11 15:00:00,30.6,23.9,1018.5,260.0,4.6,8,11,15
624.0,2016-08-11 16:00:00,30.6,24.4,1018.1,200.0,4.1,8,11,16
624.0,2016-08-11 17:00:00,31.7,24.4,1017.6,200.0,4.1,8,11,17
0.0,2016-08-11 18:00:00,32.8,23.9,1016.7,220.0,4.6,8,11,18
0.0,2016-08-11 19:00:00,33.3,23.9,1015.9,240.0,4.6,8,11,19
0.0,2016-08-11 20:00:00,34.4,23.9,1015.3,240.0,4.1,8,11,20
0.0,2016-08-11 21:00:00,32.2,22.8,1014.5,220.0,3.6,8,11,21
0.0,2016-08-11 22:00:00,27.8,22.2,1014.9,20.0,5.1,8,11,22
0.0,2016-08-11 23:00:00,26.7,23.3,1015.1,310.0,3.6,8,11,23
0.0,2016-08-12 00:00:00,26.7,23.9,1015.0,0.0,0.0,8,12,0
0.0,2016-08-12 01:00:00,26.7,24.4,1015.2,0.0,0.0,8,12,1
0.0,2016-08-12 02:00:00,27.2,24.4,1015.6,0.0,0.0,8,12,2
0.0,2016-08-12 03:00:00,26.1,23.9,1015.2,0.0,0.0,8,12,3
0.0,2016-08-12 04:00:00,26.1,23.9,1015.3,0.0,0.0,8,12,4
0.0,2016-08-12 05:00:00,25.6,22.2,1015.7,30.0,3.6,8,12,5
0.0,2016-08-12 06:00:00,23.9,21.7,1014.3,140.0,2.6,8,12,6
0.0,2016-08-12 07:00:00,24.4,21.7,1014.1,150.0,2.1,8,12,7
0.0,2016-08-12 08:00:00,24.4,21.1,1013.7,200.0,1.5,8,12,8
0.0,2016-08-12 09:00:00,24.4,21.7,1013.3,220.0,1.5,8,12,9
0.0,2016-08-12 10:00:00,26.1,23.3,1013.2,250.0,1.5,8,12,10
565.0,2016-08-12 11:00:00,26.1,23.9,1013.4,230.0,1.5,8,12,11
583.0,2016-08-12 12:00:00,27.2,24.4,1013.2,230.0,3.6,8,12,12
613.0,2016-08-12 13:00:00,28.9,23.9,1013.5,250.0,5.1,8,12,13
610.0,2016-08-12 14:00:00,30.0,24.4,1013.0,240.0,4.1,8,12,14
610.0,2016-08-12 15:00:00,31.1,23.9,1012.9,260.0,3.6,8,12,15
622.0,2016-08-12 16:00:00,33.3,24.4,1012.5,250.0,3.6,8,12,16
606.0,2016-08-12 17:00:00,33.9,23.9,1011.8,310.0,3.6,8,12,17
626.0,2016-08-12 18:00:00,34.4,23.3,1011.2,310.0,3.1,8,12,18
632.0,2016-08-12 19:00:00,35.0,22.8,1010.6,230.0,4.1,8,12,19
619.0,2016-08-12 20:00:00,35.0,22.8,1010.2,220.0,5.1,8,12,20
608.0,2016-08-12 21:00:00,28.3,21.7,1016.2941885647716,40.0,3.6,8,12,21
616.0,2016-08-12 22:00:00,27.8,23.9,1011.6,350.0,4.6,8,12,22
610.0,2016-08-12 23:00:00,25.0,23.3,1011.2,170.0,1.5,8,12,23
616.0,2016-08-13 00:00:00,26.1,23.9,1011.3,0.0,0.0,8,13,0
629.0,2016-08-13 01:00:00,27.2,23.3,1011.6,0.0,0.0,8,13,1
636.0,2016-08-13 02:00:00,26.1,23.9,1012.2,0.0,0.0,8,13,2
595.0,2016-08-13 03:00:00,26.1,23.9,1012.4,0.0,0.0,8,13,3
591.0,2016-08-13 04:00:00,26.1,23.9,1012.3,0.0,0.0,8,13,4
594.0,2016-08-13 05:00:00,25.6,23.9,1012.1,0.0,0.0,8,13,5
589.0,2016-08-13 06:00:00,25.6,23.3,1011.9,0.0,0.0,8,13,6
585.0,2016-08-13 07:00:00,25.6,23.3,1011.7,330.0,1.5,8,13,7
582.0,2016-08-13 08:00:00,25.6,23.9,1011.8,330.0,1.5,8,13,8
579.0,2016-08-13 09:00:00,25.0,23.9,1011.9,0.0,0.0,8,13,9
567.0,2016-08-13 10:00:00,25.6,23.9,1012.3,0.0,0.0,8,13,10
585.0,2016-08-13 11:00:00,26.7,24.4,1012.7,240.0,1.5,8,13,11
622.0,2016-08-13 12:00:00,27.8,25.0,1012.7,230.0,2.6,8,13,12
610.0,2016-08-13 13:00:00,29.4,25.6,1013.0,220.0,4.6,8,13,13
590.0,2016-08-13 14:00:00,30.6,25.6,1012.8,186.1476210473924,3.1,8,13,14
616.0,2016-08-13 15:00:00,32.2,25.6,1012.6,210.0,3.1,8,13,15
610.0,2016-08-13 16:00:00,33.3,25.0,1012.3,280.0,2.1,8,13,16
590.0,2016-08-13 17:00:00,33.9,25.6,1011.7,0.0,0.0,8,13,17
610.0,2016-08-13 18:00:00,34.4,24.4,1011.3,186.1476210473924,3.1,8,13,18
602.0,2016-08-13 19:00:00,35.0,24.4,1010.7,220.0,3.1,8,13,19
643.0,2016-08-13 20:00:00,35.6,24.4,1010.1,220.0,4.6,8,13,20
629.0,2016-08-13 21:00:00,35.6,23.9,1010.1,230.0,5.1,8,13,21
604.0,2016-08-13 22:00:00,34.4,23.9,1009.5,220.0,6.7,8,13,22
